date,category,sales,is_holiday,is_promo
2023-03-21,Electronics,5066.72,0,0
2023-03-22,Electronics,5904.38,0,0
2023-03-23,Electronics,6166.35,0,0
2023-03-24,Electronics,6686.91,0,0
2023-03-25,Electronics,7432.35,0,0
2023-03-26,Electronics,7233.3,0,0
2023-03-27,Electronics,5694.82,0,0
2023-03-28,Electronics,6350.19,0,0
2023-03-29,Electronics,6055.76,0,0
2023-03-30,Electronics,5634.68,0,0
2023-03-31,Electronics,6108.24,0,0
2023-04-01,Electronics,7664.56,0,0
2023-04-02,Electronics,8170.87,0,0
2023-04-03,Electronics,5489.29,0,0
2023-04-04,Electronics,5646.45,0,0
2023-04-05,Electronics,5599.43,0,0
2023-04-06,Electronics,5088.19,0,0
2023-04-07,Electronics,5880.99,0,0
2023-04-08,Electronics,7600.22,0,0
2023-04-09,Electronics,7423.95,0,0
2023-04-10,Electronics,5583.14,0,0
2023-04-11,Electronics,5029.15,0,0
2023-04-12,Electronics,5462.34,0,0
2023-04-13,Electronics,7670.9,1,0
2023-04-14,Electronics,7356.04,1,0
2023-04-15,Electronics,10052.51,1,0
2023-04-16,Electronics,7483.55,0,0
2023-04-17,Electronics,6395.52,0,0
2023-04-18,Electronics,5614.91,0,0
2023-04-19,Electronics,5631.75,0,0
2023-04-20,Electronics,5465.71,0,0
2023-04-21,Electronics,4637.78,0,0
2023-04-22,Electronics,7081.7,0,0
2023-04-23,Electronics,7105.07,0,0
2023-04-24,Electronics,6487.31,0,0
2023-04-25,Electronics,5316.36,0,0
2023-04-26,Electronics,5509.27,0,0
2023-04-27,Electronics,5344.62,0,0
2023-04-28,Electronics,4840.27,0,0
2023-04-29,Electronics,7547.51,0,0
2023-04-30,Electronics,7303.61,0,0
2023-05-01,Electronics,5613.4,0,0
2023-05-02,Electronics,4876.63,0,0
2023-05-03,Electronics,5827.14,0,0
2023-05-04,Electronics,4633.81,0,0
2023-05-05,Electronics,5443.18,0,0
2023-05-06,Electronics,7912.64,0,0
2023-05-07,Electronics,6175.37,0,0
2023-05-08,Electronics,4906.35,0,0
2023-05-09,Electronics,5160.09,0,0
2023-05-10,Electronics,4894.05,0,0
2023-05-11,Electronics,4449.52,0,0
2023-05-12,Electronics,5087.71,0,0
2023-05-13,Electronics,5995.56,0,0
2023-05-14,Electronics,6774.28,0,0
2023-05-15,Electronics,4633.42,0,0
2023-05-16,Electronics,5599.65,0,0
2023-05-17,Electronics,4651.68,0,0
2023-05-18,Electronics,4816.1,0,0
2023-05-19,Electronics,5244.91,0,0
2023-05-20,Electronics,5749.18,0,0
2023-05-21,Electronics,6468.29,0,0
2023-05-22,Electronics,5377.07,0,0
2023-05-23,Electronics,4225.85,0,0
2023-05-24,Electronics,4902.46,0,0
2023-05-25,Electronics,4912.94,0,0
2023-05-26,Electronics,5094.71,0,0
2023-05-27,Electronics,5595.47,0,0
2023-05-28,Electronics,5533.37,0,0
2023-05-29,Electronics,4939.63,0,0
2023-05-30,Electronics,4836.52,0,0
2023-05-31,Electronics,4801.44,0,0
2023-06-01,Electronics,4820.13,0,0
2023-06-02,Electronics,4419.13,0,0
2023-06-03,Electronics,6166.35,0,0
2023-06-04,Electronics,6174.07,0,0
2023-06-05,Electronics,4360.09,0,0
2023-06-06,Electronics,13240.88,0,1
2023-06-07,Electronics,4766.93,0,0
2023-06-08,Electronics,4141.17,0,0
2023-06-09,Electronics,4801.88,0,0
2023-06-10,Electronics,5450.59,0,0
2023-06-11,Electronics,6263.52,0,0
2023-06-12,Electronics,4937.08,0,0
2023-06-13,Electronics,4208.45,0,0
2023-06-14,Electronics,4836.39,0,0
2023-06-15,Electronics,4624.58,0,0
2023-06-16,Electronics,4757.0,0,0
2023-06-17,Electronics,6663.53,0,0
2023-06-18,Electronics,5655.83,0,0
2023-06-19,Electronics,4158.51,0,0
2023-06-20,Electronics,4099.21,0,0
2023-06-21,Electronics,4114.21,0,0
2023-06-22,Electronics,4362.92,0,0
2023-06-23,Electronics,4498.35,0,0
2023-06-24,Electronics,5804.1,0,0
2023-06-25,Electronics,6039.61,0,0
2023-06-26,Electronics,4351.85,0,0
2023-06-27,Electronics,4841.87,0,0
2023-06-28,Electronics,4236.36,0,0
2023-06-29,Electronics,5258.68,0,0
2023-06-30,Electronics,4525.77,0,0
2023-07-01,Electronics,5208.61,0,0
2023-07-02,Electronics,5103.37,0,0
2023-07-03,Electronics,4451.18,0,0
2023-07-04,Electronics,4201.91,0,0
2023-07-05,Electronics,4515.37,0,0
2023-07-06,Electronics,4426.22,0,0
2023-07-07,Electronics,4233.69,0,0
2023-07-08,Electronics,5153.89,0,0
2023-07-09,Electronics,4852.14,0,0
2023-07-10,Electronics,4090.47,0,0
2023-07-11,Electronics,4527.57,0,0
2023-07-12,Electronics,4305.42,0,0
2023-07-13,Electronics,3807.51,0,0
2023-07-14,Electronics,4283.95,0,0
2023-07-15,Electronics,5658.12,0,0
2023-07-16,Electronics,5097.46,0,0
2023-07-17,Electronics,4268.98,0,0
2023-07-18,Electronics,4234.78,0,0
2023-07-19,Electronics,3828.31,0,0
2023-07-20,Electronics,4333.01,0,0
2023-07-21,Electronics,4400.64,0,0
2023-07-22,Electronics,5949.12,0,0
2023-07-23,Electronics,5936.42,0,0
2023-07-24,Electronics,3747.71,0,0
2023-07-25,Electronics,3896.75,0,0
2023-07-26,Electronics,4387.77,0,0
2023-07-27,Electronics,4389.15,0,0
2023-07-28,Electronics,4391.81,0,0
2023-07-29,Electronics,7177.87,0,0
2023-07-30,Electronics,5741.39,0,0
2023-07-31,Electronics,4610.95,0,0
2023-08-01,Electronics,4553.66,0,0
2023-08-02,Electronics,4455.69,0,0
2023-08-03,Electronics,4132.72,0,0
2023-08-04,Electronics,4502.46,0,0
2023-08-05,Electronics,5183.67,0,0
2023-08-06,Electronics,5428.13,0,0
2023-08-07,Electronics,4096.94,0,0
2023-08-08,Electronics,4297.15,0,0
2023-08-09,Electronics,5068.21,0,0
2023-08-10,Electronics,3643.98,0,0
2023-08-11,Electronics,4527.53,0,0
2023-08-12,Electronics,4869.14,0,0
2023-08-13,Electronics,5390.36,0,0
2023-08-14,Electronics,4694.54,0,0
2023-08-15,Electronics,4350.23,0,0
2023-08-16,Electronics,3963.99,0,0
2023-08-17,Electronics,4099.63,0,0
2023-08-18,Electronics,4596.32,0,0
2023-08-19,Electronics,5349.76,0,0
2023-08-20,Electronics,5795.55,0,0
2023-08-21,Electronics,4410.3,0,0
2023-08-22,Electronics,4177.02,0,0
2023-08-23,Electronics,5177.6,0,0
2023-08-24,Electronics,4657.62,0,0
2023-08-25,Electronics,3726.06,0,0
2023-08-26,Electronics,5885.07,0,0
2023-08-27,Electronics,5509.31,0,0
2023-08-28,Electronics,4795.78,0,0
2023-08-29,Electronics,4219.15,0,0
2023-08-30,Electronics,4478.79,0,0
2023-08-31,Electronics,4719.44,0,0
2023-09-01,Electronics,4867.74,0,0
2023-09-02,Electronics,5369.42,0,0
2023-09-03,Electronics,5802.32,0,0
2023-09-04,Electronics,4428.48,0,0
2023-09-05,Electronics,4379.55,0,0
2023-09-06,Electronics,5294.33,0,0
2023-09-07,Electronics,4808.4,0,0
2023-09-08,Electronics,4204.53,0,0
2023-09-09,Electronics,16380.18,0,1
2023-09-10,Electronics,7169.63,0,0
2023-09-11,Electronics,5125.44,0,0
2023-09-12,Electronics,4176.53,0,0
2023-09-13,Electronics,4589.82,0,0
2023-09-14,Electronics,5281.49,0,0
2023-09-15,Electronics,4543.75,0,0
2023-09-16,Electronics,6512.31,0,0
2023-09-17,Electronics,6708.53,0,0
2023-09-18,Electronics,4519.18,0,0
2023-09-19,Electronics,4879.94,0,0
2023-09-20,Electronics,3648.48,0,0
2023-09-21,Electronics,4542.91,0,0
2023-09-22,Electronics,4870.97,0,0
2023-09-23,Electronics,5844.9,0,0
2023-09-24,Electronics,7375.55,0,0
2023-09-25,Electronics,4465.06,0,0
2023-09-26,Electronics,4887.58,0,0
2023-09-27,Electronics,5143.4,0,0
2023-09-28,Electronics,5704.37,0,0
2023-09-29,Electronics,4548.99,0,0
2023-09-30,Electronics,7338.27,0,0
2023-10-01,Electronics,6751.77,0,0
2023-10-02,Electronics,4805.31,0,0
2023-10-03,Electronics,5434.06,0,0
2023-10-04,Electronics,5349.95,0,0
2023-10-05,Electronics,5037.92,0,0
2023-10-06,Electronics,5347.86,0,0
2023-10-07,Electronics,6733.64,0,0
2023-10-08,Electronics,7045.64,0,0
2023-10-09,Electronics,5683.5,0,0
2023-10-10,Electronics,6112.64,0,0
2023-10-11,Electronics,4911.51,0,0
2023-10-12,Electronics,6413.27,0,0
2023-10-13,Electronics,4645.84,0,0
2023-10-14,Electronics,7105.55,0,0
2023-10-15,Electronics,7568.83,0,0
2023-10-16,Electronics,5713.68,0,0
2023-10-17,Electronics,5336.0,0,0
2023-10-18,Electronics,5549.59,0,0
2023-10-19,Electronics,5447.76,0,0
2023-10-20,Electronics,5430.69,0,0
2023-10-21,Electronics,7951.78,0,0
2023-10-22,Electronics,7695.97,0,0
2023-10-23,Electronics,5463.16,0,0
2023-10-24,Electronics,6230.29,0,0
2023-10-25,Electronics,5983.88,0,0
2023-10-26,Electronics,6250.27,0,0
2023-10-27,Electronics,6194.03,0,0
2023-10-28,Electronics,7192.15,0,0
2023-10-29,Electronics,7393.08,0,0
2023-10-30,Electronics,6339.85,0,0
2023-10-31,Electronics,6304.14,0,0
2023-11-01,Electronics,6028.96,0,0
2023-11-02,Electronics,6124.41,0,0
2023-11-03,Electronics,6718.92,0,0
2023-11-04,Electronics,7584.69,0,0
2023-11-05,Electronics,8348.36,0,0
2023-11-06,Electronics,6080.84,0,0
2023-11-07,Electronics,6100.92,0,0
2023-11-08,Electronics,6785.49,0,0
2023-11-09,Electronics,6679.05,0,0
2023-11-10,Electronics,6702.95,0,0
2023-11-11,Electronics,22689.93,0,1
2023-11-12,Electronics,8267.83,0,0
2023-11-13,Electronics,6724.88,0,0
2023-11-14,Electronics,6245.67,0,0
2023-11-15,Electronics,6599.02,0,0
2023-11-16,Electronics,6392.4,0,0
2023-11-17,Electronics,6537.31,0,0
2023-11-18,Electronics,8871.62,0,0
2023-11-19,Electronics,7946.96,0,0
2023-11-20,Electronics,7667.56,0,0
2023-11-21,Electronics,6064.11,0,0
2023-11-22,Electronics,5978.28,0,0
2023-11-23,Electronics,7263.8,0,0
2023-11-24,Electronics,7096.82,0,0
2023-11-25,Electronics,9145.14,0,0
2023-11-26,Electronics,9183.41,0,0
2023-11-27,Electronics,6745.12,0,0
2023-11-28,Electronics,6290.74,0,0
2023-11-29,Electronics,6843.72,0,0
2023-11-30,Electronics,6457.65,0,0
2023-12-01,Electronics,7386.88,0,0
2023-12-02,Electronics,8834.83,0,0
2023-12-03,Electronics,8379.18,0,0
2023-12-04,Electronics,6747.33,0,0
2023-12-05,Electronics,7178.81,0,0
2023-12-06,Electronics,6658.39,0,0
2023-12-07,Electronics,6535.99,0,0
2023-12-08,Electronics,7156.1,0,0
2023-12-09,Electronics,9334.07,0,0
2023-12-10,Electronics,8811.47,0,0
2023-12-11,Electronics,6819.73,0,0
2023-12-12,Electronics,18101.7,0,1
2023-12-13,Electronics,6304.31,0,0
2023-12-14,Electronics,6346.41,0,0
2023-12-15,Electronics,6760.42,0,0
2023-12-16,Electronics,9191.7,0,0
2023-12-17,Electronics,9611.11,0,0
2023-12-18,Electronics,8087.58,0,0
2023-12-19,Electronics,7751.17,0,0
2023-12-20,Electronics,7179.8,0,0
2023-12-21,Electronics,7280.79,0,0
2023-12-22,Electronics,6724.24,0,0
2023-12-23,Electronics,9513.44,0,0
2023-12-24,Electronics,9330.35,0,0
2023-12-25,Electronics,7554.58,0,0
2023-12-26,Electronics,6893.17,0,0
2023-12-27,Electronics,7705.93,0,0
2023-12-28,Electronics,8324.23,0,0
2023-12-29,Electronics,7366.45,0,0
2023-12-30,Electronics,9991.98,0,0
2023-12-31,Electronics,14330.92,1,0
2024-01-01,Electronics,10131.89,1,0
2024-01-02,Electronics,7625.89,0,0
2024-01-03,Electronics,7513.27,0,0
2024-01-04,Electronics,7578.19,0,0
2024-01-05,Electronics,7066.91,0,0
2024-01-06,Electronics,9828.55,0,0
2024-01-07,Electronics,10216.99,0,0
2024-01-08,Electronics,8449.0,0,0
2024-01-09,Electronics,8163.64,0,0
2024-01-10,Electronics,8900.94,0,0
2024-01-11,Electronics,7137.01,0,0
2024-01-12,Electronics,8145.5,0,0
2024-01-13,Electronics,10056.64,0,0
2024-01-14,Electronics,11662.05,0,0
2024-01-15,Electronics,7148.37,0,0
2024-01-16,Electronics,7137.18,0,0
2024-01-17,Electronics,7292.05,0,0
2024-01-18,Electronics,6364.31,0,0
2024-01-19,Electronics,7351.51,0,0
2024-01-20,Electronics,9379.02,0,0
2024-01-21,Electronics,10113.95,0,0
2024-01-22,Electronics,7903.72,0,0
2024-01-23,Electronics,8854.39,0,0
2024-01-24,Electronics,8289.6,0,0
2024-01-25,Electronics,7352.63,0,0
2024-01-26,Electronics,7158.16,0,0
2024-01-27,Electronics,10425.71,0,0
2024-01-28,Electronics,8975.2,0,0
2024-01-29,Electronics,8853.42,0,0
2024-01-30,Electronics,8453.11,0,0
2024-01-31,Electronics,7436.09,0,0
2024-02-01,Electronics,6668.38,0,0
2024-02-02,Electronics,8565.37,0,0
2024-02-03,Electronics,9955.3,0,0
2024-02-04,Electronics,11042.26,0,0
2024-02-05,Electronics,6742.45,0,0
2024-02-06,Electronics,7356.75,0,0
2024-02-07,Electronics,7729.11,0,0
2024-02-08,Electronics,7753.04,0,0
2024-02-09,Electronics,7443.68,0,0
2024-02-10,Electronics,10534.62,0,0
2024-02-11,Electronics,9173.73,0,0
2024-02-12,Electronics,7624.2,0,0
2024-02-13,Electronics,7782.11,0,0
2024-02-14,Electronics,8020.39,0,0
2024-02-15,Electronics,8136.61,0,0
2024-02-16,Electronics,7000.76,0,0
2024-02-17,Electronics,8766.65,0,0
2024-02-18,Electronics,11005.46,0,0
2024-02-19,Electronics,7877.9,0,0
2024-02-20,Electronics,7207.61,0,0
2024-02-21,Electronics,8609.47,0,0
2024-02-22,Electronics,7721.77,0,0
2024-02-23,Electronics,8363.5,0,0
2024-02-24,Electronics,9977.23,0,0
2024-02-25,Electronics,11545.49,0,0
2024-02-26,Electronics,8683.74,0,0
2024-02-27,Electronics,7452.84,0,0
2024-02-28,Electronics,8183.94,0,0
2024-02-29,Electronics,7974.23,0,0
2024-03-01,Electronics,8400.33,0,0
2024-03-02,Electronics,9068.81,0,0
2024-03-03,Electronics,10350.09,0,0
2024-03-04,Electronics,8172.8,0,0
2024-03-05,Electronics,6463.53,0,0
2024-03-06,Electronics,6797.74,0,0
2024-03-07,Electronics,6272.1,0,0
2024-03-08,Electronics,7319.47,0,0
2024-03-09,Electronics,10263.27,0,0
2024-03-10,Electronics,10851.09,0,0
2024-03-11,Electronics,7480.32,0,0
2024-03-12,Electronics,8387.54,0,0
2024-03-13,Electronics,6587.27,0,0
2024-03-14,Electronics,6381.75,0,0
2024-03-15,Electronics,7339.28,0,0
2024-03-16,Electronics,9855.48,0,0
2024-03-17,Electronics,9514.36,0,0
2024-03-18,Electronics,6109.63,0,0
2024-03-19,Electronics,7250.47,0,0
2024-03-20,Electronics,6524.19,0,0
2024-03-21,Electronics,7655.17,0,0
2024-03-22,Electronics,7459.69,0,0
2024-03-23,Electronics,8689.99,0,0
2024-03-24,Electronics,8986.13,0,0
2024-03-25,Electronics,6579.95,0,0
2024-03-26,Electronics,7133.3,0,0
2024-03-27,Electronics,7695.37,0,0
2024-03-28,Electronics,6566.53,0,0
2024-03-29,Electronics,7394.65,0,0
2024-03-30,Electronics,8822.42,0,0
2024-03-31,Electronics,8603.12,0,0
2024-04-01,Electronics,6984.28,0,0
2024-04-02,Electronics,6441.36,0,0
2024-04-03,Electronics,6691.09,0,0
2024-04-04,Electronics,6310.35,0,0
2024-04-05,Electronics,8050.41,0,0
2024-04-06,Electronics,9040.3,0,0
2024-04-07,Electronics,8482.48,0,0
2024-04-08,Electronics,7007.04,0,0
2024-04-09,Electronics,6804.45,0,0
2024-04-10,Electronics,6722.05,0,0
2024-04-11,Electronics,7154.81,0,0
2024-04-12,Electronics,7208.16,0,0
2024-04-13,Electronics,11803.22,1,0
2024-04-14,Electronics,11717.36,1,0
2024-04-15,Electronics,9208.06,1,0
2024-04-16,Electronics,5467.16,0,0
2024-04-17,Electronics,5867.77,0,0
2024-04-18,Electronics,7380.47,0,0
2024-04-19,Electronics,7501.03,0,0
2024-04-20,Electronics,8414.61,0,0
2024-04-21,Electronics,8948.44,0,0
2024-04-22,Electronics,6718.65,0,0
2024-04-23,Electronics,8139.47,0,0
2024-04-24,Electronics,7088.97,0,0
2024-04-25,Electronics,6415.24,0,0
2024-04-26,Electronics,5963.28,0,0
2024-04-27,Electronics,7287.15,0,0
2024-04-28,Electronics,8465.17,0,0
2024-04-29,Electronics,5996.41,0,0
2024-04-30,Electronics,5634.43,0,0
2024-05-01,Electronics,6005.48,0,0
2024-05-02,Electronics,5762.48,0,0
2024-05-03,Electronics,7131.66,0,0
2024-05-04,Electronics,8710.38,0,0
2024-05-05,Electronics,8099.25,0,0
2024-05-06,Electronics,6944.72,0,0
2024-05-07,Electronics,6223.24,0,0
2024-05-08,Electronics,5735.97,0,0
2024-05-09,Electronics,6883.66,0,0
2024-05-10,Electronics,6375.11,0,0
2024-05-11,Electronics,7256.87,0,0
2024-05-12,Electronics,7762.06,0,0
2024-05-13,Electronics,5616.01,0,0
2024-05-14,Electronics,5349.65,0,0
2024-05-15,Electronics,6435.11,0,0
2024-05-16,Electronics,6879.01,0,0
2024-05-17,Electronics,5278.83,0,0
2024-05-18,Electronics,8043.15,0,0
2024-05-19,Electronics,7267.18,0,0
2024-05-20,Electronics,5645.03,0,0
2024-05-21,Electronics,5573.67,0,0
2024-05-22,Electronics,5425.31,0,0
2024-05-23,Electronics,5828.05,0,0
2024-05-24,Electronics,5398.64,0,0
2024-05-25,Electronics,7651.12,0,0
2024-05-26,Electronics,7430.45,0,0
2024-05-27,Electronics,5607.69,0,0
2024-05-28,Electronics,5281.85,0,0
2024-05-29,Electronics,5412.18,0,0
2024-05-30,Electronics,5994.46,0,0
2024-05-31,Electronics,5857.64,0,0
2024-06-01,Electronics,6724.22,0,0
2024-06-02,Electronics,7325.95,0,0
2024-06-03,Electronics,5905.65,0,0
2024-06-04,Electronics,4809.59,0,0
2024-06-05,Electronics,5771.8,0,0
2024-06-06,Electronics,13049.68,0,1
2024-06-07,Electronics,5743.82,0,0
2024-06-08,Electronics,6682.13,0,0
2024-06-09,Electronics,6068.64,0,0
2024-06-10,Electronics,4729.87,0,0
2024-06-11,Electronics,5440.99,0,0
2024-06-12,Electronics,5514.96,0,0
2024-06-13,Electronics,4995.98,0,0
2024-06-14,Electronics,5643.12,0,0
2024-06-15,Electronics,6033.25,0,0
2024-06-16,Electronics,6900.58,0,0
2024-06-17,Electronics,4805.17,0,0
2024-06-18,Electronics,5028.63,0,0
2024-06-19,Electronics,5310.36,0,0
2024-06-20,Electronics,4912.55,0,0
2024-06-21,Electronics,5099.6,0,0
2024-06-22,Electronics,7371.1,0,0
2024-06-23,Electronics,6490.39,0,0
2024-06-24,Electronics,5570.17,0,0
2024-06-25,Electronics,4737.73,0,0
2024-06-26,Electronics,5416.44,0,0
2024-06-27,Electronics,5782.25,0,0
2024-06-28,Electronics,4150.09,0,0
2024-06-29,Electronics,6282.71,0,0
2024-06-30,Electronics,7005.92,0,0
2024-07-01,Electronics,5057.69,0,0
2024-07-02,Electronics,5283.85,0,0
2024-07-03,Electronics,4874.71,0,0
2024-07-04,Electronics,5148.79,0,0
2024-07-05,Electronics,5041.4,0,0
2024-07-06,Electronics,7245.17,0,0
2024-07-07,Electronics,6751.07,0,0
2024-07-08,Electronics,5219.77,0,0
2024-07-09,Electronics,4908.68,0,0
2024-07-10,Electronics,4872.05,0,0
2024-07-11,Electronics,4888.93,0,0
2024-07-12,Electronics,5218.64,0,0
2024-07-13,Electronics,6349.29,0,0
2024-07-14,Electronics,6717.27,0,0
2024-07-15,Electronics,5884.16,0,0
2024-07-16,Electronics,5394.49,0,0
2024-07-17,Electronics,4908.79,0,0
2024-07-18,Electronics,5522.07,0,0
2024-07-19,Electronics,4871.71,0,0
2024-07-20,Electronics,5478.03,0,0
2024-07-21,Electronics,6016.37,0,0
2024-07-22,Electronics,4280.25,0,0
2024-07-23,Electronics,4892.19,0,0
2024-07-24,Electronics,5041.8,0,0
2024-07-25,Electronics,5710.85,0,0
2024-07-26,Electronics,5168.88,0,0
2024-07-27,Electronics,6436.22,0,0
2024-07-28,Electronics,6989.36,0,0
2024-07-29,Electronics,4152.59,0,0
2024-07-30,Electronics,5143.79,0,0
2024-07-31,Electronics,5364.35,0,0
2024-08-01,Electronics,4459.15,0,0
2024-08-02,Electronics,5525.71,0,0
2024-08-03,Electronics,6766.95,0,0
2024-08-04,Electronics,6377.33,0,0
2024-08-05,Electronics,5338.04,0,0
2024-08-06,Electronics,6012.2,0,0
2024-08-07,Electronics,5169.69,0,0
2024-08-08,Electronics,5205.01,0,0
2024-08-09,Electronics,4924.39,0,0
2024-08-10,Electronics,6205.11,0,0
2024-08-11,Electronics,7113.3,0,0
2024-08-12,Electronics,4788.92,0,0
2024-08-13,Electronics,5181.07,0,0
2024-08-14,Electronics,4965.35,0,0
2024-08-15,Electronics,5372.43,0,0
2024-08-16,Electronics,5324.61,0,0
2024-08-17,Electronics,7319.24,0,0
2024-08-18,Electronics,6498.72,0,0
2024-08-19,Electronics,5112.3,0,0
2024-08-20,Electronics,4828.82,0,0
2024-08-21,Electronics,5066.71,0,0
2024-08-22,Electronics,5427.32,0,0
2024-08-23,Electronics,5603.6,0,0
2024-08-24,Electronics,6381.01,0,0
2024-08-25,Electronics,7391.12,0,0
2024-08-26,Electronics,5910.67,0,0
2024-08-27,Electronics,5526.46,0,0
2024-08-28,Electronics,6172.96,0,0
2024-08-29,Electronics,5051.81,0,0
2024-08-30,Electronics,4865.59,0,0
2024-08-31,Electronics,6046.23,0,0
2024-09-01,Electronics,7921.18,0,0
2024-09-02,Electronics,5747.59,0,0
2024-09-03,Electronics,5457.49,0,0
2024-09-04,Electronics,5625.72,0,0
2024-09-05,Electronics,5026.16,0,0
2024-09-06,Electronics,6629.84,0,0
2024-09-07,Electronics,7311.58,0,0
2024-09-08,Electronics,7329.24,0,0
2024-09-09,Electronics,14843.49,0,1
2024-09-10,Electronics,5851.4,0,0
2024-09-11,Electronics,5759.29,0,0
2024-09-12,Electronics,5322.41,0,0
2024-09-13,Electronics,5921.03,0,0
2024-09-14,Electronics,8570.99,0,0
2024-09-15,Electronics,8286.96,0,0
2024-09-16,Electronics,6517.06,0,0
2024-09-17,Electronics,5568.41,0,0
2024-09-18,Electronics,5370.04,0,0
2024-09-19,Electronics,5798.97,0,0
2024-09-20,Electronics,5910.68,0,0
2024-09-21,Electronics,8357.35,0,0
2024-09-22,Electronics,6674.7,0,0
2024-09-23,Electronics,6695.89,0,0
2024-09-24,Electronics,5917.87,0,0
2024-09-25,Electronics,5816.03,0,0
2024-09-26,Electronics,5560.13,0,0
2024-09-27,Electronics,5273.85,0,0
2024-09-28,Electronics,8462.54,0,0
2024-09-29,Electronics,8024.34,0,0
2024-09-30,Electronics,5529.64,0,0
2024-10-01,Electronics,5553.67,0,0
2024-10-02,Electronics,6058.19,0,0
2024-10-03,Electronics,7090.76,0,0
2024-10-04,Electronics,6155.28,0,0
2024-10-05,Electronics,7223.83,0,0
2024-10-06,Electronics,8088.98,0,0
2024-10-07,Electronics,6238.84,0,0
2024-10-08,Electronics,5026.34,0,0
2024-10-09,Electronics,6412.44,0,0
2024-10-10,Electronics,6352.31,0,0
2024-10-11,Electronics,6865.74,0,0
2024-10-12,Electronics,9752.58,0,0
2024-10-13,Electronics,9306.85,0,0
2024-10-14,Electronics,6457.36,0,0
2024-10-15,Electronics,6044.5,0,0
2024-10-16,Electronics,8035.75,0,0
2024-10-17,Electronics,6728.03,0,0
2024-10-18,Electronics,6736.36,0,0
2024-10-19,Electronics,8772.99,0,0
2024-10-20,Electronics,8972.48,0,0
2024-10-21,Electronics,6748.21,0,0
2024-10-22,Electronics,6545.12,0,0
2024-10-23,Electronics,6591.33,0,0
2024-10-24,Electronics,6907.74,0,0
2024-10-25,Electronics,6656.39,0,0
