ds,yhat,yhat_lower,yhat_upper,category,y
2023-04-28,5227.806139845777,4428.737419278247,6049.6124378778095,Electronics,4840.27
2023-04-29,7253.216862782834,6458.945403498939,8080.543529416998,Electronics,7547.51
2023-04-30,7218.542555143273,6407.407626750885,8001.899217742833,Electronics,7303.61
2023-05-01,5206.332627475565,4364.681743233644,6062.896535765536,Electronics,5613.4
2023-05-02,5074.669685900526,4252.238412407679,5893.668265910975,Electronics,4876.63
2023-05-03,5145.611359050773,4353.004277049534,6000.541157767704,Electronics,5827.14
2023-05-04,5034.216017162476,4261.733280337789,5846.162892475161,Electronics,4633.81
2023-05-05,5056.680148792764,4234.436065615335,5836.093106685434,Electronics,5443.18
2023-05-06,7081.557089978122,6318.832804760165,7906.920385692747,Electronics,7912.64
2023-05-07,7046.458420744577,6266.435246343236,7844.10131700333,Electronics,6175.37
2023-05-08,5033.869435127089,4208.259511980736,5803.747660692499,Electronics,4906.35
2023-05-09,4901.810727492042,4107.428889668421,5730.61227320376,Electronics,5160.09
2023-05-10,4972.282802805037,4168.099101984794,5753.328840080205,Electronics,4894.05
2023-05-11,4860.294426862228,4040.728432525085,5676.388218568376,Electronics,4449.52
2023-05-12,4882.002387267412,4084.815985783136,5666.611834438681,Electronics,5087.71
2023-05-13,6905.93227753287,6109.457730191714,7742.059875947999,Electronics,5995.56
2023-05-14,6869.681543160052,6039.890125452761,7641.187648882964,Electronics,6774.28
2023-05-15,4855.736133831718,4103.784291893857,5674.397669196426,Electronics,4633.42
2023-05-16,4722.132756823144,3923.095713620261,5521.035188744988,Electronics,5599.65
2023-05-17,4790.903608313167,3985.940570826275,5592.208741554903,Electronics,4651.68
2023-05-18,4677.104283275412,3870.803484609104,5504.2254340915215,Electronics,4816.1
2023-05-19,4696.95254145851,3931.777629697779,5514.796370853887,Electronics,5244.91
2023-05-20,6719.047561455172,5900.239024454493,7470.09311342651,Electronics,5749.18
2023-05-21,6681.070962736021,5886.0393809844545,7501.633896049753,Electronics,6468.29
2023-05-22,4665.600995585259,3855.8067699892345,5420.875700548246,Electronics,5377.07
2023-05-23,4530.771965294869,3736.1684966777775,5301.355872083425,Electronics,4225.85
2023-05-24,4598.71585100918,3839.5017552029713,5426.600759706629,Electronics,4902.46
2023-05-25,4484.5869141785115,3718.938533103309,5290.491587247969,Electronics,4912.94
2023-05-26,4504.697075801399,3752.1584566162883,5372.034073880854,Electronics,5094.71
2023-05-27,6527.731800615383,5765.4814196581465,7326.2861845341395,Electronics,5595.47
2023-05-28,6491.447875358688,5736.284879919531,7292.101800643568,Electronics,5533.37
2023-05-29,4478.4845864071885,3682.0957945355535,5300.490867683313,Electronics,4939.63
2023-05-30,4347.020462835231,3621.7284119338483,5141.767866914588,Electronics,4836.52
2023-05-31,4419.212636732357,3648.7152423259677,5214.226821887264,Electronics,4801.44
2023-06-01,4310.219695661945,3529.9582042676484,5113.5153693423035,Electronics,4820.13
2023-06-02,4336.3358724365535,3571.487884731174,5114.538104121793,Electronics,4419.13
2023-06-03,6366.206360189476,5526.857954139307,7185.068775646549,Electronics,6166.35
2023-06-04,6337.525171889416,5543.059538524113,7136.261255577735,Electronics,6174.07
2023-06-05,4332.847062552033,3473.911325622798,5137.364266659781,Electronics,4360.09
2023-06-06,14560.601676142935,13793.691743774863,15377.827237007617,Electronics,13240.88
2023-06-07,4291.75492424159,3475.746343515693,5163.295240974438,Electronics,4766.93
2023-06-08,4192.39448122907,3394.233259365372,4975.940914692763,Electronics,4141.17
2023-06-09,4228.307085429891,3392.8663392463545,5038.3894765336045,Electronics,4801.88
2023-06-10,6267.977446716245,5450.420739054062,7027.20528130836,Electronics,5450.59
2023-06-11,6248.892359593345,5431.260975661126,7043.032488981611,Electronics,6263.52
2023-06-12,4253.481807538886,3443.3193573503386,5114.662477474693,Electronics,4937.08
2023-06-13,4139.656392407447,3324.785581893026,4892.751124151691,Electronics,4208.45
2023-06-14,4229.294704124055,3427.529434155363,5027.847208579115,Electronics,4836.39
2023-06-15,4137.272984573627,3328.4288335770034,4971.0641916659915,Electronics,4624.58
2023-06-16,4179.606418764146,3400.6523416448863,5034.223930309745,Electronics,4757.0
2023-06-17,6224.671647237664,5445.661455536341,7049.320787834072,Electronics,6663.53
2023-06-18,6209.911719075864,5322.728594388697,6954.562729242008,Electronics,5655.83
2023-06-19,4217.654804282059,3432.9489940462377,4953.382738640312,Electronics,4158.51
2023-06-20,4105.778631030449,3346.2023690793435,4921.203330522194,Electronics,4099.21
2023-06-21,4196.157491120186,3382.362631568048,5040.3628308594125,Electronics,4114.21
2023-06-22,4103.692477878321,3303.501813066827,4964.504495595379,Electronics,4362.92
2023-06-23,4144.452594548644,3344.0660416206083,4942.584395906446,Electronics,4498.35
2023-06-24,6186.896324160612,5379.111184783473,6969.506412501113,Electronics,5804.1
2023-06-25,6168.574898241255,5373.319895249539,6996.6576323195,Electronics,6039.61
2023-06-26,4171.948622117003,3381.652667381602,4963.449029871448,Electronics,4351.85
2023-06-27,4055.048280858799,3275.715525259736,4855.132940539338,Electronics,4841.87
2023-06-28,4139.918546250226,3355.3774424319417,4891.908427567601,Electronics,4236.36
2023-06-29,4041.644141757954,3305.491225647394,4828.4566814045465,Electronics,5258.68
2023-06-30,4076.4865103001134,3263.219830585822,4907.769054180273,Electronics,4525.77
2023-07-01,6113.100692686183,5284.50914119714,6876.359762557904,Electronics,5208.61
2023-07-02,6089.233778584865,5277.024452511281,6825.1171196607065,Electronics,5103.37
2023-07-03,4087.5364158278144,3241.0506227862084,4891.435650953112,Electronics,4451.18
2023-07-04,3966.219530488579,3152.603279267074,4765.856747501921,Electronics,4201.91
2023-07-05,4047.493303063734,3215.3351861715214,4821.479376210033,Electronics,4515.37
2023-07-06,3946.5892756987937,3104.770534631402,4824.723087969929,Electronics,4426.22
2023-07-07,3979.8934430071527,3159.731532890539,4844.722298984692,Electronics,4233.69
2023-07-08,6016.160128813831,5209.9538355765035,6866.919241548764,Electronics,5153.89
2023-07-09,5993.208089291622,5149.299885816738,6758.30083877419,Electronics,4852.14
2023-07-10,3993.730388643568,3255.236775539825,4842.106777738257,Electronics,4090.47
2023-07-11,3875.950240642429,3112.493244048095,4662.972187545911,Electronics,4527.57
2023-07-12,3962.0598811055006,3097.442604228887,4694.961341182887,Electronics,4305.42
2023-07-13,3864.2217431707654,3038.170256820301,4641.616966615012,Electronics,3807.51
2023-07-14,3901.767773659316,3125.8276285999104,4687.277055500992,Electronics,4283.95
2023-07-15,5943.350632884803,5069.103772203581,6730.413672229226,Electronics,5658.12
2023-07-16,5926.664172903166,5116.376097104777,6786.943356881477,Electronics,5097.46
2023-07-17,3934.256652375172,3113.6932905972494,4739.288692995538,Electronics,4268.98
2023-07-18,3824.1903884118447,3047.6792121296016,4659.164191585486,Electronics,4234.78
2023-07-19,3918.484803792761,3116.096513364249,4731.1487898641635,Electronics,3828.31
2023-07-20,3832.143627262994,3032.854085457861,4652.546729978807,Electronics,4333.01
2023-07-21,3881.2939551625686,3107.944289146325,4643.786370980357,Electronics,4400.64
2023-07-22,5934.406809837661,5096.566267038026,6686.071757512939,Electronics,5949.12
2023-07-23,5929.000450425728,5102.484493367395,6737.330938918642,Electronics,5936.42
2023-07-24,3947.457784778097,3150.3926505664685,4775.383656058042,Electronics,3747.71
2023-07-25,3847.689871685585,3039.008074782056,4705.157203501956,Electronics,3896.75
2023-07-26,3951.582372998853,3190.604696256256,4762.924041485697,Electronics,4387.77
2023-07-27,3874.0256287495263,3079.6582012121853,4715.948024265593,Electronics,4389.15
2023-07-28,3931.055994852414,3086.0992111411274,4750.474021573864,Electronics,4391.81
2023-07-29,5991.078028053522,5148.425131710506,6767.72355134723,Electronics,7177.87
2023-07-30,5991.568742130686,5123.650736726112,6760.56647612323,Electronics,5741.39
2023-07-31,4014.895272326866,3171.471005389483,4847.597746411746,Electronics,4610.95
2023-08-01,3918.9779452238226,3130.6743861186346,4762.016238386234,Electronics,4553.66
2023-08-02,4025.7356412599906,3276.536987614624,4838.2109367547555,Electronics,4455.69
2023-08-03,3950.1141687751406,3123.12119544155,4745.159702221065,Electronics,4132.72
2023-08-04,4008.2253517616336,3221.1076412483167,4780.953810512354,Electronics,4502.46
2023-08-05,6068.566493236056,5248.661902172518,6865.039423646623,Electronics,5183.67
2023-08-06,6068.7215275472945,5289.506204765566,6912.402555420228,Electronics,5428.13
2023-08-07,4091.175297463084,3281.9994963944578,4827.756188710507,Electronics,4096.94
2023-08-08,3993.973057974358,3154.170257043074,4823.1542627052695,Electronics,4297.15
2023-08-09,4099.162202156059,3297.713169962438,4907.120906173238,Electronics,5068.21
2023-08-10,4021.817035521943,3272.1841237946423,4830.400378827647,Electronics,3643.98
2023-08-11,4078.17440522517,3272.764683721249,4861.900257029274,Electronics,4527.53
2023-08-12,6136.849943530271,5339.960813219873,6982.444888194048,Electronics,4869.14
2023-08-13,6135.536326904999,5321.749471719105,6921.322837291655,Electronics,5390.36
2023-08-14,4156.815062593574,3390.450112691884,4934.492701534912,Electronics,4694.54
2023-08-15,4057.077961726964,3262.221024124461,4941.075527170089,Electronics,4350.23
2023-08-16,4160.175363928584,3336.936571528262,4997.025637714155,Electronics,3963.99
2023-08-17,4081.2319217721424,3256.6738638062398,4841.347674527672,Electronics,4099.63
2023-08-18,4136.517809977602,3325.7538532481967,4941.722523980147,Electronics,4596.32
2023-08-19,6194.665088961206,5433.544376312363,6976.454741174404,Electronics,5349.76
2023-08-20,6193.366605383626,5373.9987077431015,6949.44897117158,Electronics,5795.55
2023-08-21,4215.188901955018,3413.1923814317497,5005.692179215852,Electronics,4410.3
2023-08-22,4118.231246122419,3335.4086495261786,4918.83027950218,Electronics,4177.02
2023-08-23,4224.567752089319,3352.4082447291235,4956.653990289015,Electronics,5177.6
2023-08-24,4149.2733746562135,3325.9123836916474,4916.048395237109,Electronics,4657.62
2023-08-25,4208.561507848834,3378.018703096143,4987.575273521827,Electronics,3726.06
2023-08-26,6271.002852098339,5476.549934881192,7054.51020053495,Electronics,5885.07
2023-08-27,6274.226836904647,5419.217330651228,7070.528347468737,Electronics,5509.31
2023-08-28,4300.7369812538855,3454.170257934059,5171.255129855917,Electronics,4795.78
2023-08-29,4208.572216379447,3413.4254440574937,4944.638136536053,Electronics,4219.15
2023-08-30,4319.75106678619,3473.395533128037,5141.651230302366,Electronics,4478.79
2023-08-31,4249.2993997488065,3412.3602235925055,4963.062207136184,Electronics,4719.44
2023-09-01,4313.389419683981,3506.0578513756063,5146.9564979797,Electronics,4867.74
2023-09-02,6380.559528533615,5588.656383460096,7110.823048277,Electronics,5369.42
2023-09-03,6388.416311495166,5571.457356534121,7275.725699914235,Electronics,5802.32
2023-09-04,4419.45001897417,3603.379542265958,5199.9357381905775,Electronics,4428.48
2023-09-05,4331.695574082005,3559.1338215347832,5113.907439993069,Electronics,4379.55
2023-09-06,4447.176022626152,3608.876829806545,5280.793146156056,Electronics,5294.33
2023-09-07,4380.929172000583,3530.710154583447,5167.046296908059,Electronics,4808.4
2023-09-08,4449.145145708496,3667.240417800669,5223.156789936234,Electronics,4204.53
2023-09-09,16870.74053980912,16026.690295647817,17648.026121146435,Electronics,16380.18
2023-09-10,6532.278494830246,5639.916398478509,7331.640609242965,Electronics,7169.63
2023-09-11,4567.34218958008,3811.790259446491,5406.015043322926,Electronics,5125.44
2023-09-12,4483.633778663355,3712.1554649266727,5306.610993049984,Electronics,4176.53
2023-09-13,4603.195869811396,3745.7558809885195,5404.973929600411,Electronics,4589.82
2023-09-14,4541.080317075886,3760.508931752846,5395.295867542579,Electronics,5281.49
2023-09-15,4613.4841562650245,3806.6880822411013,5495.343210410594,Electronics,4543.75
2023-09-16,6688.966430230716,5897.942830970828,7493.149340116193,Electronics,6512.31
2023-09-17,6705.147334173197,5901.645151256944,7494.976592566028,Electronics,6708.53
2023-09-18,4744.521114168403,3922.19320832258,5529.288294643024,Electronics,4519.18
2023-09-19,4665.114938894554,3879.9867428102452,5430.0191995081705,Electronics,4879.94
2023-09-20,4788.930734426689,3973.240687124622,5529.571529511645,Electronics,3648.48
2023-09-21,4730.970824355534,3920.589034483349,5560.380198797007,Electronics,4542.91
2023-09-22,4807.375169183643,4015.289281248669,5569.774501354185,Electronics,4870.97
2023-09-23,6886.639931030463,6133.208490943737,7731.11503737918,Electronics,5844.9
2023-09-24,6906.318711266577,6133.082864445649,7727.3110233412835,Electronics,7375.55
2023-09-25,4948.837899907373,4098.046587801812,5692.356191668501,Electronics,4465.06
2023-09-26,4872.158210466323,4103.900546822899,5687.9802097319325,Electronics,4887.58
2023-09-27,4998.219336203876,4143.20994774319,5870.052116709911,Electronics,5143.4
2023-09-28,4941.968465766802,4183.417488482583,5794.876405989485,Electronics,5704.37
2023-09-29,5019.500349296753,4261.077721264209,5806.664831436166,Electronics,4548.99
2023-09-30,7099.278535741342,6330.394487501892,7901.173956941078,Electronics,7338.27
2023-10-01,7118.839024927692,6299.574637822542,7890.384780257707,Electronics,6751.77
2023-10-02,5160.60767360958,4360.828783868625,5945.460178496873,Electronics,4805.31
2023-10-03,5082.563337832249,4229.589720332326,5884.858608298672,Electronics,5434.06
2023-10-04,5206.683607405612,4386.391012322458,5985.412631858135,Electronics,5349.95
2023-10-05,5147.973804682286,4330.879755105911,5915.944121496912,Electronics,5037.92
2023-10-06,5222.606889839168,4376.438863920846,6061.440976752974,Electronics,5347.86
2023-10-07,7299.1438635526965,6461.946350773324,8087.638470385104,Electronics,6733.64
2023-10-08,7315.235901431663,6543.825070323689,8137.539075938554,Electronics,7045.64
2023-10-09,5353.439571802955,4528.506195832811,6235.459140654055,Electronics,5683.5
2023-10-10,5271.877153535726,4486.635869849823,6101.750073533062,Electronics,6112.64
2023-10-11,5392.678965578601,4603.809200539514,6181.89808422187,Electronics,4911.51
2023-10-12,5331.008456860012,4499.928664976951,6116.647849471164,Electronics,6413.27
2023-10-13,5403.197794080308,4573.938917625405,6228.7377227878715,Electronics,4645.84
2023-10-14,7477.963650168966,6654.606016929409,8238.007491444589,Electronics,7105.55
2023-10-15,7493.104553170728,6686.301957750772,8294.713033363832,Electronics,7568.83
2023-10-16,5531.311283201986,4692.112185602499,6368.055830650137,Electronics,5713.68
2023-10-17,5450.822476206147,4597.44313717615,6196.845024971351,Electronics,5336.0
2023-10-18,5573.862488935077,4775.839150839329,6370.488041675068,Electronics,5549.59
2023-10-19,5515.662427847953,4729.923834617919,6330.14596316795,Electronics,5447.76
2023-10-20,5592.592193901222,4809.106320806565,6385.725120411908,Electronics,5430.69
2023-10-21,7673.37339488752,6858.061868532906,8505.51576459956,Electronics,7951.78
2023-10-22,7695.77458590304,6924.711058960347,8486.081959222412,Electronics,7695.97
2023-10-23,5742.420421734575,4911.483686542375,6528.532058212988,Electronics,5463.16
2023-10-24,5671.446952403063,4885.021166505171,6494.0481827987705,Electronics,6230.29
2023-10-25,5804.940166748888,4979.539841246564,6610.102811897365,Electronics,5983.88
2023-10-26,5757.958697602102,4994.202467039563,6610.036897849361,Electronics,6250.27
2023-10-27,5846.668557187357,5080.09285118508,6699.18188007585,Electronics,6194.03
2023-10-28,7939.559697929873,7177.3862847395585,8728.741336812413,Electronics,7192.15
2023-10-29,7974.145808225707,7201.925418780532,8764.053631067758,Electronics,7393.08
2023-10-30,6032.778835248277,5245.684197423457,6773.0520509639755,Electronics,6339.85
2023-10-31,5973.310351014909,5141.897911870209,6782.277628625472,Electronics,6304.14
2023-11-01,6117.536728809312,5283.208644743327,6823.116915520528,Electronics,6028.96
2023-11-02,6080.228885837767,5253.301825196352,6868.5460862732,Electronics,6124.41
2023-11-03,6177.274287349465,5374.783567968097,6994.70407512516,Electronics,6718.92
2023-11-04,8276.900822458214,7438.303194661893,9108.393785925637,Electronics,7584.69
2023-11-05,8316.383769777529,7459.715005664184,9129.143319933648,Electronics,8348.36
2023-11-06,6377.867151595746,5548.304065447044,7176.72098430883,Electronics,6080.84
2023-11-07,6319.031403781109,5533.284250290603,7151.076829989548,Electronics,6100.92
2023-11-08,6461.54414758153,5662.830430872839,7321.591166572509,Electronics,6785.49
2023-11-09,6420.094653123768,5608.342597337831,7209.124424204007,Electronics,6679.05
2023-11-10,6510.539542070615,5735.174877452662,7326.584931079461,Electronics,6702.95
2023-11-11,18951.48521812553,18113.11163498739,19755.635564761727,Electronics,22689.93
2023-11-12,8629.216127773174,7809.088419364109,9408.25454380026,Electronics,8267.83
2023-11-13,6677.076138573102,5906.676733540441,7448.678768571674,Electronics,6724.88
2023-11-14,6602.574835596145,5713.82879232927,7329.851561194007,Electronics,6245.67
2023-11-15,6727.615614635351,5950.553373771364,7594.447347340801,Electronics,6599.02
2023-11-16,6667.170141602931,5892.970765496372,7474.150143704174,Electronics,6392.4
2023-11-17,6737.418813645658,5977.436445215208,7550.353303302681,Electronics,6537.31
2023-11-18,8806.97080855118,7969.839519425658,9545.637131453112,Electronics,8871.62
2023-11-19,8813.564977946706,8094.062073780714,9642.40817228603,Electronics,7946.96
2023-11-20,6839.882977884302,5983.219668757169,7658.2807241427945,Electronics,7667.56
2023-11-21,6744.206719158627,6008.839995131484,7569.592143506082,Electronics,6064.11
2023-11-22,6848.857128974591,6091.719643415641,7621.054374861718,Electronics,5978.28
2023-11-23,6769.215071836769,5956.275320929372,7561.864634460934,Electronics,7263.8
2023-11-24,6821.852278341864,6084.364544356886,7661.947873377396,Electronics,7096.82
2023-11-25,8875.742106006694,8052.698132674997,9648.78616545991,Electronics,9145.14
2023-11-26,8868.951619955584,8112.443758674448,9627.224871591097,Electronics,9183.41
2023-11-27,6884.446611933663,6089.855721481444,7637.153586490133,Electronics,6745.12
2023-11-28,6780.741847127528,5947.885409529927,7556.500714962291,Electronics,6290.74
2023-11-29,6880.333721746912,6063.919730622963,7683.863267791035,Electronics,6843.72
2023-11-30,6798.716342152503,5956.973806989362,7537.183296354059,Electronics,6457.65
2023-12-01,6852.509008619846,6093.075868966968,7662.509107115313,Electronics,7386.88
2023-12-02,8910.665028713433,8125.926998886093,9705.111067441292,Electronics,8834.83
2023-12-03,8911.163412409882,8172.028052396298,9713.637552821729,Electronics,8379.18
